catalogNumber;recordNumber;organismName;scientificname;genus;subFamily;family;order;class;phylum;kingdom;locality;sector;stateProvince;country;tribu;subtribu;habitat;decimalLatitude;decimalLongitude;eventDate;species_homepage;dctermns:references;fotografia;vista;sex;comentario;recordedBy;emailautor
03-SRNP-1293-DHJ36589;03-SRNP-1293;;Mysoria ambigua;Mysoria;Pyrrhopyginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Trigal;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02681;-85,49547;01/21/2003;;;03-SRNP-1293-DHJ36589.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14800-DHJ303506;04-SRNP-14800;;Mysoria ambigua;Mysoria;Pyrrhopyginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Area Administrativa;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,83764;-85,61871;09/30/2004;;;04-SRNP-14800-DHJ303506.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14800-DHJ303507;04-SRNP-14800;;Mysoria ambigua;Mysoria;Pyrrhopyginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Area Administrativa;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,83764;-85,61871;09/30/2004;;;04-SRNP-14800-DHJ303507.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-13685-DHJ303494;04-SRNP-13685;;Naevolus orius;Naevolus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;8/1/2004;;;04-SRNP-13685-DHJ303494.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-13685-DHJ303495;04-SRNP-13685;;Naevolus orius;Naevolus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;8/1/2004;;;04-SRNP-13685-DHJ303495.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-14429-DHJ391058;07-SRNP-14429;;Naevolus orius;Naevolus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Aserradero;Sector Pocosol;Guanacaste;Costa Rica;;;Bosque Seco;10,89857;-85,56419;7/16/2007;;;07-SRNP-14429-DHJ391058.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-14429-DHJ391059;07-SRNP-14429;;Naevolus orius;Naevolus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Aserradero;Sector Pocosol;Guanacaste;Costa Rica;;;Bosque Seco;10,89857;-85,56419;7/16/2007;;;07-SRNP-14429-DHJ391059.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-3490-DHJ36820;03-SRNP-3490;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/611-narcosius2;Narcosius colossus;Narcosius;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Maritza;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,93644;-85,47764;03/13/2003;;;03-SRNP-3490-DHJ36820.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-3490-DHJ36821;03-SRNP-3490;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/611-narcosius2;Narcosius colossus;Narcosius;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Maritza;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,93644;-85,47764;03/13/2003;;;03-SRNP-3490-DHJ36821.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35266-DHJ306158;04-SRNP-35266;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/611-narcosius2;Narcosius colossus;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;03/16/2004;;;04-SRNP-35266-DHJ306158.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35266-DHJ306159;04-SRNP-35266;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/611-narcosius2;Narcosius colossus;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;03/16/2004;;;04-SRNP-35266-DHJ306159.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-3919-DHJ37256;00-SRNP-3919;;Narcosius helen;Narcosius;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;08/20/2000;;;00-SRNP-3919-DHJ37256.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-3919-DHJ37257;00-SRNP-3919;;Narcosius helen;Narcosius;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;08/20/2000;;;00-SRNP-3919-DHJ37257.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
96-SRNP-7367-DHJ37258;96-SRNP-7367;;Narcosius helen;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Guapote;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,8269;-85,60413;7/10/1996;;;96-SRNP-7367-DHJ37258.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
96-SRNP-7367-DHJ37259;96-SRNP-7367;;Narcosius helen;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Guapote;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,8269;-85,60413;7/10/1996;;;96-SRNP-7367-DHJ37259.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-20099-DHJ500650;09-SRNP-20099;;Narcosius nazaraeus;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Tangelo;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01823;-85,45024;1/7/2009;;;09-SRNP-20099-DHJ500650.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-20099-DHJ500651;09-SRNP-20099;;Narcosius nazaraeus;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Tangelo;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01823;-85,45024;1/7/2009;;;09-SRNP-20099-DHJ500651.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-1251-DHJ36972;02-SRNP-1251;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/509-i-narcosius-samsun-i-notodontidae;Narcosius samson;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;02/23/2002;;;02-SRNP-1251-DHJ36972.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-1251-DHJ36973;02-SRNP-1251;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/509-i-narcosius-samsun-i-notodontidae;Narcosius samson;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;02/23/2002;;;02-SRNP-1251-DHJ36973.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-3561-DHJ36970;02-SRNP-3561;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/509-i-narcosius-samsun-i-notodontidae;Narcosius samson;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;6/4/2002;;;02-SRNP-3561-DHJ36970.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-3561-DHJ36971;02-SRNP-3561;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/509-i-narcosius-samsun-i-notodontidae;Narcosius samson;Narcosius;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;6/4/2002;;;02-SRNP-3561-DHJ36971.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-7365-DHJ37700;01-SRNP-7365;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/948-i-nascus-broteas-i-hesperiidae;Nascus broteas;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;08/23/2001;;;01-SRNP-7365-DHJ37700.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-7365-DHJ37701;01-SRNP-7365;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/948-i-nascus-broteas-i-hesperiidae;Nascus broteas;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;08/23/2001;;;01-SRNP-7365-DHJ37701.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-9577-DHJ37702;02-SRNP-9577;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/948-i-nascus-broteas-i-hesperiidae;Nascus broteas;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;6/10/2002;;;02-SRNP-9577-DHJ37702.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-9577-DHJ37703;02-SRNP-9577;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/948-i-nascus-broteas-i-hesperiidae;Nascus broteas;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;6/10/2002;;;02-SRNP-9577-DHJ37703.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-1149-DHJ92460;02-SRNP-1149;;Nascus Burns01;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Cementerio;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87124;-85,38749;02/21/2002;;;02-SRNP-1149-DHJ92460.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-1149-DHJ92461;02-SRNP-1149;;Nascus Burns01;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Cementerio;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87124;-85,38749;02/21/2002;;;02-SRNP-1149-DHJ92461.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14201-DHJ302074;04-SRNP-14201;;Nascus Burns01;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque Humedo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85145;-85,60801;9/8/2004;;;04-SRNP-14201-DHJ302074.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14201-DHJ302075;04-SRNP-14201;;Nascus Burns01;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Bosque Humedo;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85145;-85,60801;9/8/2004;;;04-SRNP-14201-DHJ302075.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-2085-DHJ92466;02-SRNP-2085;;Nascus Burns02;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Perdido;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8794;-85,38607;03/23/2002;;;02-SRNP-2085-DHJ92466.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-2085-DHJ92467;02-SRNP-2085;;Nascus Burns02;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Perdido;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8794;-85,38607;03/23/2002;;;02-SRNP-2085-DHJ92467.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-21643-DHJ302048;04-SRNP-21643;;Nascus Burns02;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Raiz;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02865;-85,48669;04/27/2004;;;04-SRNP-21643-DHJ302048.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-21643-DHJ302049;04-SRNP-21643;;Nascus Burns02;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Raiz;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02865;-85,48669;04/27/2004;;;04-SRNP-21643-DHJ302049.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-3240-DHJ37710;02-SRNP-3240;;Nascus phintias;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Vivero;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,86739;-85,38744;05/18/2002;;;02-SRNP-3240-DHJ37710.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-3240-DHJ37711;02-SRNP-3240;;Nascus phintias;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Vivero;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,86739;-85,38744;05/18/2002;;;02-SRNP-3240-DHJ37711.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-3373-DHJ37708;02-SRNP-3373;;Nascus phintias;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;05/23/2002;;;02-SRNP-3373-DHJ37708.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-3373-DHJ37709;02-SRNP-3373;;Nascus phintias;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;05/23/2002;;;02-SRNP-3373-DHJ37709.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35293-DHJ302050;04-SRNP-35293;;Nascus solon;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Circular;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92714;-85,46683;03/21/2004;;;04-SRNP-35293-DHJ302050.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35293-DHJ302051;04-SRNP-35293;;Nascus solon;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Circular;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92714;-85,46683;03/21/2004;;;04-SRNP-35293-DHJ302051.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-49680-DHJ302020;04-SRNP-49680;;Nascus solon;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Heliconia;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,88585;-85,49222;10/19/2004;;;04-SRNP-49680-DHJ302020.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-49680-DHJ302021;04-SRNP-49680;;Nascus solon;Nascus;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Heliconia;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Seco;10,88585;-85,49222;10/19/2004;;;04-SRNP-49680-DHJ302021.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-65947-DHJ570036;12-SRNP-65947;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/265-neoxeniades-burns02-hesperiidae;Neoxeniades Burns02;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Brisanta;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;11,02738;-85,33679;12/3/2012;;;12-SRNP-65947-DHJ570036.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-65947-DHJ570037;12-SRNP-65947;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/265-neoxeniades-burns02-hesperiidae;Neoxeniades Burns02;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Brisanta;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;11,02738;-85,33679;12/3/2012;;;12-SRNP-65947-DHJ570037.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-65974-DHJ570066;12-SRNP-65974;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/265-neoxeniades-burns02-hesperiidae;Neoxeniades Burns02;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Morales;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;10,96952;-85,38258;12/18/2012;;;12-SRNP-65974-DHJ570066.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-65974-DHJ570067;12-SRNP-65974;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/265-neoxeniades-burns02-hesperiidae;Neoxeniades Burns02;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Morales;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;10,96952;-85,38258;12/18/2012;;;12-SRNP-65974-DHJ570067.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-37003-DHJ38284;03-SRNP-37003;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/282-i-neoxeniades-burns03-i-hesperiidae;Neoxeniades Burns03;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Laguna;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,9888;-85,42336;11/21/2003;;;03-SRNP-37003-DHJ38284.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-37003-DHJ38285;03-SRNP-37003;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/282-i-neoxeniades-burns03-i-hesperiidae;Neoxeniades Burns03;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Laguna;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,9888;-85,42336;11/21/2003;;;03-SRNP-37003-DHJ38285.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-56770-DHJ302922;04-SRNP-56770;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/282-i-neoxeniades-burns03-i-hesperiidae;Neoxeniades Burns03;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Cuestona;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99455;-85,41461;12/10/2004;;;04-SRNP-56770-DHJ302922.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-56770-DHJ302923;04-SRNP-56770;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/282-i-neoxeniades-burns03-i-hesperiidae;Neoxeniades Burns03;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Cuestona;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99455;-85,41461;12/10/2004;;;04-SRNP-56770-DHJ302923.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31794-DHJ92166;04-SRNP-31794;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/311-i-neoxeniades-burns04-i-hesperiidae;Neoxeniades Burns04;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Trichoptera;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98571;-85,41869;4/2/2004;;;04-SRNP-31794-DHJ92166.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31794-DHJ92167;04-SRNP-31794;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/311-i-neoxeniades-burns04-i-hesperiidae;Neoxeniades Burns04;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Trichoptera;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98571;-85,41869;4/2/2004;;;04-SRNP-31794-DHJ92167.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-31083-DHJ318184;05-SRNP-31083;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/311-i-neoxeniades-burns04-i-hesperiidae;Neoxeniades Burns04;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;03/16/2005;;;05-SRNP-31083-DHJ318184.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-31083-DHJ318185;05-SRNP-31083;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/311-i-neoxeniades-burns04-i-hesperiidae;Neoxeniades Burns04;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;03/16/2005;;;05-SRNP-31083-DHJ318185.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-34571-DHJ327304;05-SRNP-34571;;Neoxeniades Burns05;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Naciente;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98705;-85,42816;10/31/2005;;;05-SRNP-34571-DHJ327304.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-34571-DHJ327305;05-SRNP-34571;;Neoxeniades Burns05;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Naciente;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98705;-85,42816;10/31/2005;;;05-SRNP-34571-DHJ327305.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-43594-DHJ518684;09-SRNP-43594;;Neoxeniades Burns05;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Escondida;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89928;-85,27486;12/30/2009;;;09-SRNP-43594-DHJ518684.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
09-SRNP-43594-DHJ518685;09-SRNP-43594;;Neoxeniades Burns05;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Escondida;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89928;-85,27486;12/30/2009;;;09-SRNP-43594-DHJ518685.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-11651-DHJ37238;01-SRNP-11651;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/358-calixto-moraga-medina;Neoxeniades luda;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;10/17/2001;;;01-SRNP-11651-DHJ37238.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-11651-DHJ37239;01-SRNP-11651;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/358-calixto-moraga-medina;Neoxeniades luda;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Tigre;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03172;-85,52615;10/17/2001;;;01-SRNP-11651-DHJ37239.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-2137-DHJ37240;99-SRNP-2137;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/358-calixto-moraga-medina;Neoxeniades luda;Neoxeniades;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Bejuquilla;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03004;-85,52699;01/16/1999;;;99-SRNP-2137-DHJ37240.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
